Method,WithConstraints,Mechanism,MissingRate,Iteration,MAE,RMSE,R2,ExecutionTime,ViolationsPre,Family,ModelFamily
VAEM_ld16_lr1e-04_ep200,True,MAR,0.4,4,3.295280218839385,7.954294430984738,0.8494013795026154,2.04653000831604,4.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MAR,0.4,4,3.3088372248365543,8.01846003072711,0.846961885570813,0.5364203453063965,3.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MAR,0.4,4,3.348993201106011,8.13360201257486,0.8425351931891214,2.0261616706848145,4.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MAR,0.4,4,3.262400501533281,7.720992566221981,0.8581060308308157,0.5972995758056641,3.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MAR,0.4,4,3.306334960004014,7.969872192606862,0.8488109345211113,2.070886611938477,3.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MAR,0.4,4,3.334125111216163,8.128688116688698,0.8427253996759606,0.5593166351318359,3.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MAR,0.4,4,3.385054446000807,8.325264161223012,0.8350266802200748,2.003016233444214,3.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MAR,0.4,4,3.2679728891593927,7.73063669872622,0.8577513357896774,0.4901373386383056,4.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MAR,0.4,4,3.3286529714406776,8.091101853994319,0.8441764819591905,1.8485047817230225,3.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MAR,0.4,4,3.3603581419632023,8.255191651379505,0.8377921047287,0.5601167678833008,3.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MAR,0.4,4,3.410778070779898,8.402260498048982,0.8319610525230301,2.083216667175293,3.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MAR,0.4,4,3.297915656538261,7.806943036308072,0.854929305644817,0.5288190841674805,7.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MAR,0.4,4,3.361529957657772,8.262506180784149,0.8375045281081213,1.9105350971221924,4.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MAR,0.4,4,3.3812568607922286,8.34031225020812,0.8344297557829833,0.5654985904693604,4.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MAR,0.4,4,3.4236365834317253,8.471471881931537,0.8291812985567737,1.7662436962127686,5.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MAR,0.4,4,3.296969671366881,7.852887630276197,0.8532167718594981,0.344944953918457,7.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MAR,0.4,4,3.367550112046373,8.255391022810311,0.8377842696566505,1.964761734008789,3.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MAR,0.4,4,3.388630923346004,8.296587549155086,0.8361612335465103,0.4980790615081787,4.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MAR,0.4,4,3.438838053671225,8.492467289594847,0.828333546822605,2.061874866485596,4.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MAR,0.4,4,3.291954000804414,7.825448074227201,0.8542407594853417,0.4778940677642822,5.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MAR,0.4,4,3.380064895593674,8.30211657519059,0.8359427893620079,1.6152801513671875,5.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MAR,0.4,4,3.387769226010262,8.30072751829651,0.8359976827697998,0.5236761569976807,4.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MAR,0.4,4,3.440816455838914,8.4755044056476,0.8290186362897765,2.1095950603485107,7.0,DL,VaDER
GAIN,True,MAR,0.4,5,4.25204206140933,9.567156331868516,0.7889001885696681,1.6452105045318604,2289.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MAR,0.4,5,3.279066592171953,7.966540738840001,0.8536267664917531,0.5134367942810059,2.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MAR,0.4,5,3.318306910431794,8.215659488229537,0.8443292685754208,2.0129311084747314,3.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MAR,0.4,5,3.3347631093015604,8.262449185298452,0.842551072283293,0.3783295154571533,3.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MAR,0.4,5,3.387996529479737,8.482625710875984,0.8340479149918704,1.876979112625122,2.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MAR,0.4,5,3.2844663630498547,7.989356858608421,0.8527871419341199,0.4469563961029053,3.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MAR,0.4,5,3.334331809951853,8.262249661584116,0.842558676424599,1.7178761959075928,3.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MAR,0.4,5,3.36149375276819,8.41589088909059,0.8366488122203118,0.5554139614105225,3.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MAR,0.4,5,3.4269641053447235,8.670384125614389,0.8266200867856157,1.9133760929107664,2.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MAR,0.4,5,3.2818502092912283,7.983908147226553,0.8529878706956333,0.436739444732666,3.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MAR,0.4,5,3.3608861732898,8.40043670160746,0.8372481883455213,1.860841989517212,3.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MAR,0.4,5,3.4012613651747867,8.594704549094503,0.8296335757864752,0.3197336196899414,3.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MAR,0.4,5,3.4440309584027275,8.697936871382371,0.8255164025836137,1.860626220703125,4.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MAR,0.4,5,3.3203501370123143,8.1157921949447,0.8480908474594662,0.4720401763916015,7.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MAR,0.4,5,3.3974923340900034,8.549415664831853,0.8314243009194011,2.1965043544769287,4.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MAR,0.4,5,3.4156074175785083,8.604268700669321,0.829254198718738,0.3697538375854492,2.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MAR,0.4,5,3.4550518853130807,8.739312620030578,0.823852430826881,2.3633623123168945,6.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MAR,0.4,5,3.317752618834118,8.118168258103589,0.8480018854532245,0.5110599994659424,2.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MAR,0.4,5,3.4091879864240338,8.553008625440878,0.8312825805627461,1.683234930038452,4.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MAR,0.4,5,3.428789632143188,8.655138504473948,0.8272292779159132,0.3405051231384277,3.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MAR,0.4,5,3.470757273765696,8.755457168842252,0.823201018086027,1.761878490447998,3.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MAR,0.4,5,3.316458938396781,8.095314170966173,0.8488564842722435,0.5467808246612549,2.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MAR,0.4,5,3.4053583674989247,8.589191276368428,0.8298520766771845,2.033586025238037,5.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MAR,0.4,5,3.427648781024124,8.661742593743607,0.826965520478738,0.5331387519836426,4.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MAR,0.4,5,3.4754136340477304,8.767802590814618,0.82270208426769,1.863701581954956,3.0,DL,VaDER
GAIN,True,MNAR,0.1,1,4.860221027225902,10.302398191260616,0.5904400778851969,1.570204734802246,603.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MNAR,0.1,1,3.2136512377529978,6.899024340822053,0.8163393389461715,0.5437443256378174,10.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MNAR,0.1,1,3.161699041769373,6.83462505999962,0.8197521147771065,2.010039091110229,30.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MNAR,0.1,1,3.143714539737196,6.813706813440852,0.8208537698550914,0.4902522563934326,35.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MNAR,0.1,1,3.1064201460395995,6.779508384383824,0.8226475496913416,2.119372606277466,21.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MNAR,0.1,1,3.2225336329947725,6.936614996757794,0.8143324657841406,0.5025334358215332,5.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MNAR,0.1,1,3.1462033312595428,6.784731570686284,0.8223741665249062,1.8400537967681885,41.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MNAR,0.1,1,3.136084574732157,6.818198482845416,0.8206175017311228,0.4464154243469238,48.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MNAR,0.1,1,3.093839452881384,6.775890983801169,0.8228367621417867,1.961441993713379,24.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MNAR,0.1,1,3.2168866673604333,6.90424127122969,0.8160614714951218,0.4120097160339355,4.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MNAR,0.1,1,3.162287159370712,6.852248246108904,0.8188213724524096,1.9063606262207031,25.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MNAR,0.1,1,3.1286512721211506,6.807148020521035,0.821198491911886,0.526968240737915,30.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MNAR,0.1,1,3.1024086885480395,6.8442352306611385,0.8192448650725472,1.856155633926392,29.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MNAR,0.1,1,3.229622819536971,6.933792699308338,0.8144835199818591,0.4854891300201416,8.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MNAR,0.1,1,3.162742442025986,6.853035342502979,0.8187797472136259,1.9035117626190183,40.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MNAR,0.1,1,3.1359630296473657,6.856772235341173,0.8185820580827947,0.4553184509277344,42.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MNAR,0.1,1,3.1138093276050096,6.914578628727146,0.8155102561728926,2.080514669418335,32.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MNAR,0.1,1,3.220865752192454,6.917051210895253,0.8153782893140494,0.4656746387481689,4.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MNAR,0.1,1,3.16628267843019,6.898250220005339,0.816380552763472,2.108022451400757,41.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MNAR,0.1,1,3.1418372715230083,6.874028281989885,0.8176677807501692,0.4538898468017578,33.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MNAR,0.1,1,3.1072978028607574,6.877403238535742,0.8174886967095578,1.9558839797973635,23.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MNAR,0.1,1,3.219479605968728,6.9082139853076,0.8158497334094493,0.520200252532959,6.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MNAR,0.1,1,3.15654627479582,6.840146358428989,0.8194607734555084,2.0521514415740967,42.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MNAR,0.1,1,3.133204123268979,6.823817876014101,0.8203216945084424,0.4115855693817138,41.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MNAR,0.1,1,3.1226142591630914,6.979452010996063,0.8120322080867133,2.116993188858032,13.0,DL,VaDER
GAIN,True,MNAR,0.1,2,4.760305939503015,10.178622600161098,0.6023213578901268,1.726151466369629,623.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MNAR,0.1,2,3.140361122905386,6.72475188679011,0.8264171662132129,0.4765710830688476,4.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MNAR,0.1,2,3.053253565727686,6.579010963304089,0.8338595190351877,1.941563844680786,25.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MNAR,0.1,2,3.0247645831029883,6.529774208647245,0.8363369759415273,0.5049872398376465,27.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MNAR,0.1,2,2.9967426643556943,6.5277967399806665,0.8364360879434047,1.8969666957855225,9.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MNAR,0.1,2,3.137410551120339,6.735738740770446,0.8258495059611025,0.5508983135223389,3.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MNAR,0.1,2,3.038293845876804,6.539051517894818,0.8358715904463816,1.9682130813598635,45.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MNAR,0.1,2,3.0144682336297453,6.51617673763351,0.8370178834544277,0.5302238464355469,38.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MNAR,0.1,2,2.9793154098621604,6.498777138791874,0.8378871162668056,1.9786298274993896,9.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MNAR,0.1,2,3.12808657574584,6.69114906126596,0.8281475796679376,0.482820987701416,3.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MNAR,0.1,2,3.046336364778899,6.577802622649075,0.8339205421472766,1.896606206893921,31.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MNAR,0.1,2,3.0173709631542667,6.568684491977448,0.8343806607317275,0.5961813926696777,42.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MNAR,0.1,2,2.979405134756969,6.514242633892556,0.837114620406859,2.011671543121338,22.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MNAR,0.1,2,3.153647954128678,6.775479487346413,0.8237884737780861,0.4977924823760986,8.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MNAR,0.1,2,3.0535175580970995,6.6490358189840295,0.8303040067157628,2.064151763916016,42.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MNAR,0.1,2,3.026395977290481,6.684810472891311,0.8284730202733732,0.5533859729766846,34.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MNAR,0.1,2,2.995988324035744,6.661015680843857,0.8296919582843355,2.0109703540802,24.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MNAR,0.1,2,3.137433675150495,6.719212558613744,0.8267030165406337,0.5343508720397949,5.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MNAR,0.1,2,3.0443620322761027,6.630756606187884,0.831235764476046,2.047871351242065,44.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MNAR,0.1,2,3.0180968895109155,6.6863836003027854,0.8283922803497745,0.4551210403442383,42.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MNAR,0.1,2,2.996606520011394,6.716723744549517,0.826831372084649,1.921391248703003,27.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MNAR,0.1,2,3.1370977821726966,6.749457001755908,0.8251394206009928,0.491926908493042,3.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MNAR,0.1,2,3.0555092457359136,6.687056312643658,0.8283577479493023,1.9038686752319336,40.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MNAR,0.1,2,3.0301839948706366,6.61221520922774,0.832178266192737,0.5724189281463623,36.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MNAR,0.1,2,3.0111739748129893,6.734876497751626,0.8258940891738671,1.9077768325805664,21.0,DL,VaDER
GAIN,True,MNAR,0.1,3,4.756469050428675,10.09426916152045,0.5756576964264104,1.7388637065887451,617.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MNAR,0.1,3,3.131473402308906,6.610584040646289,0.8180105429064226,0.499429702758789,6.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MNAR,0.1,3,3.029539383300946,6.392441936174072,0.8298232788632038,1.9413120746612549,37.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MNAR,0.1,3,3.0127647650673435,6.374391175245049,0.8307830004500139,0.506511926651001,20.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MNAR,0.1,3,2.9824944433949,6.352965235255341,0.831918650849602,1.8548195362091064,18.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MNAR,0.1,3,3.127664727174009,6.568160201801291,0.8203389052237574,0.3595867156982422,4.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MNAR,0.1,3,3.033982098495328,6.426561583274103,0.8280017948445193,1.870021104812622,35.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MNAR,0.1,3,2.995890254226165,6.404751591411402,0.8291672435835405,0.4670071601867676,25.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MNAR,0.1,3,2.983268331730033,6.422593597556305,0.8282141247870904,1.4068434238433838,22.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MNAR,0.1,3,3.138441812788024,6.607730341829869,0.8181676337166917,0.4058670997619629,7.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MNAR,0.1,3,3.0377458736895537,6.451290416420181,0.8266755808033577,1.9602479934692385,32.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MNAR,0.1,3,3.0038899383145856,6.44243350665403,0.8271511647153403,0.5355920791625977,40.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MNAR,0.1,3,2.972736352410571,6.410353122352805,0.8288682957115873,1.940429925918579,27.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MNAR,0.1,3,3.1396968068507483,6.598026366597304,0.8187013120104655,0.4430544376373291,10.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MNAR,0.1,3,3.044258133699283,6.50488818713255,0.8237836345289626,1.6236565113067627,45.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MNAR,0.1,3,3.0121801182450025,6.473721688975129,0.8254681800605613,0.3646695613861084,44.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MNAR,0.1,3,2.9919736823070107,6.462360324035775,0.8260802482913427,1.8133103847503664,28.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MNAR,0.1,3,3.1399333345572344,6.623233875789036,0.8173133762811946,0.4789929389953613,4.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MNAR,0.1,3,3.0389295906846225,6.486839683305286,0.8247601400178777,1.9906744956970213,52.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MNAR,0.1,3,3.0057150949428237,6.440900555427084,0.8272334123038381,0.4399783611297607,33.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MNAR,0.1,3,2.9939613386677277,6.477639265020678,0.8252568801026218,1.9115641117095947,22.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MNAR,0.1,3,3.141591094052788,6.5936885393738205,0.8189396208076974,0.42067551612854,10.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MNAR,0.1,3,3.0387284503108623,6.487037825621206,0.8247494343541966,1.789299488067627,48.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MNAR,0.1,3,3.024736651856621,6.489276713717823,0.8246284441194813,0.4169421195983886,48.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MNAR,0.1,3,3.00136161044152,6.504029926596788,0.823830131738615,1.942943811416626,15.0,DL,VaDER
GAIN,True,MNAR,0.1,4,4.597946395087535,9.544412529804868,0.6262047312959161,1.753931760787964,626.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MNAR,0.1,4,3.04626345289116,6.269428896457074,0.8387159731337226,0.497767686843872,9.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MNAR,0.1,4,2.945374537603019,6.113400047757151,0.846643909821133,2.0446646213531494,33.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MNAR,0.1,4,2.94009096091096,6.143385966324663,0.8451358125403856,0.5510735511779785,31.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MNAR,0.1,4,2.8955295462491826,6.04368195901489,0.8501217547585032,2.0968685150146484,24.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MNAR,0.1,4,3.034859436158354,6.239783296858332,0.8402376610564501,0.4933304786682129,5.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MNAR,0.1,4,2.9520175485715536,6.155388503940459,0.8445300947784481,2.0120885372161865,32.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MNAR,0.1,4,2.9193156171484884,6.080126236303441,0.8483087297489975,0.5105359554290771,37.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MNAR,0.1,4,2.8828815270660195,6.058809109293136,0.8493705345059991,1.98260235786438,29.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MNAR,0.1,4,3.0433219870208963,6.268360707573032,0.8387709277813566,0.4864439964294433,10.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MNAR,0.1,4,2.943875534216678,6.124322826339834,0.8460954192831075,1.9430434703826904,29.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MNAR,0.1,4,2.9106996943443564,6.090784299429808,0.8477764539091308,0.5648987293243408,47.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MNAR,0.1,4,2.88579937965472,6.04127042578242,0.8502413389000928,2.1315884590148926,28.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MNAR,0.1,4,3.0634769609666543,6.29157326232786,0.837574612382317,0.5983457565307617,12.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MNAR,0.1,4,2.9443576581127298,6.133462240719515,0.8456357285316696,2.03604507446289,43.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MNAR,0.1,4,2.926884934918396,6.14534896197984,0.845036829244536,0.5987710952758789,35.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MNAR,0.1,4,2.897900348271735,6.100805543254763,0.8472751312114006,2.0777580738067627,23.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MNAR,0.1,4,3.0516019801974488,6.300566357710698,0.8371099429266606,0.5015871524810791,12.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MNAR,0.1,4,2.9383740531560663,6.118502905415691,0.8463877901848118,1.989809513092041,44.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MNAR,0.1,4,2.9207841650867072,6.106581246018939,0.8469858215507113,0.5233397483825684,37.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MNAR,0.1,4,2.894483048827328,6.103175976887751,0.84715642737984,2.0560009479522705,30.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MNAR,0.1,4,3.05650016091468,6.299980991371016,0.8371402087541153,0.4956650733947754,13.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MNAR,0.1,4,2.941223616443185,6.162289848209123,0.8441812775337055,2.064113140106201,47.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MNAR,0.1,4,2.9181305328850744,6.1043618491944125,0.8470970253341485,0.5684351921081543,35.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MNAR,0.1,4,2.9000806409104545,6.111764748348407,0.8467259425950772,1.985835075378418,12.0,DL,VaDER
GAIN,True,MNAR,0.1,5,4.780064734391488,9.772381487732368,0.6239743758574423,1.543637990951538,619.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MNAR,0.1,5,3.167549274709536,6.426454461044952,0.8373854188207832,0.5888073444366455,10.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MNAR,0.1,5,3.049814593890119,6.232392019675688,0.8470582195253529,1.931976079940796,38.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MNAR,0.1,5,3.02623528602775,6.184137181725581,0.8494173811323257,0.5025331974029541,24.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MNAR,0.1,5,2.993863396778756,6.144450837743478,0.8513438901605246,1.9535033702850344,16.0,DL,VAEM
VAEM_ld32_lr1e-04_ep50,True,MNAR,0.1,5,3.164678541923793,6.4131161157540895,0.8380597435254394,0.4544792175292969,10.0,DL,VAEM
VAEM_ld32_lr1e-04_ep200,True,MNAR,0.1,5,3.04115679453675,6.224572985212269,0.847441734201412,1.761439561843872,35.0,DL,VAEM
VAEM_ld32_lr1e-03_ep50,True,MNAR,0.1,5,3.019706092519481,6.189842292402158,0.8491394161539284,0.4045383930206299,36.0,DL,VAEM
VAEM_ld32_lr1e-03_ep200,True,MNAR,0.1,5,2.99621278422682,6.161752484897713,0.8505055347853165,1.4521987438201904,25.0,DL,VAEM
VAEM_ld64_lr1e-04_ep50,True,MNAR,0.1,5,3.1542004425564807,6.392306376940743,0.8391089891269453,0.5130615234375,15.0,DL,VAEM
VAEM_ld64_lr1e-04_ep200,True,MNAR,0.1,5,3.0409768778575472,6.217668379839617,0.8477799968927022,1.9276368618011477,36.0,DL,VAEM
VAEM_ld64_lr1e-03_ep50,True,MNAR,0.1,5,3.01322605746242,6.16404998408472,0.8503940316226033,0.5367827415466309,32.0,DL,VAEM
VAEM_ld64_lr1e-03_ep200,True,MNAR,0.1,5,2.987043065923881,6.143548895649475,0.8513875293288775,2.1189041137695312,22.0,DL,VAEM
VaDER_ld16_lr1e-04_ep50,True,MNAR,0.1,5,3.164453997689779,6.404036416102768,0.8385179694450888,0.4844319820404053,14.0,DL,VaDER
VaDER_ld16_lr1e-04_ep200,True,MNAR,0.1,5,3.0296883491948314,6.192400497813005,0.8490146917765347,1.9160797595977783,41.0,DL,VaDER
VaDER_ld16_lr1e-03_ep50,True,MNAR,0.1,5,3.0243399849543744,6.206960521085517,0.8483038417395568,0.4851381778717041,51.0,DL,VaDER
VaDER_ld16_lr1e-03_ep200,True,MNAR,0.1,5,2.9845424669358485,6.139270853723034,0.8515944289670883,1.984635829925537,19.0,DL,VaDER
VaDER_ld32_lr1e-04_ep50,True,MNAR,0.1,5,3.167036340816907,6.405435759985149,0.8384473909645552,0.4543867111206054,14.0,DL,VaDER
VaDER_ld32_lr1e-04_ep200,True,MNAR,0.1,5,3.045391939408743,6.220657561270943,0.8476336003484907,1.959195613861084,43.0,DL,VaDER
VaDER_ld32_lr1e-03_ep50,True,MNAR,0.1,5,3.0242330756624254,6.232354528407983,0.8470600595777663,0.4898605346679687,47.0,DL,VaDER
VaDER_ld32_lr1e-03_ep200,True,MNAR,0.1,5,2.9956411940543792,6.2195802506088,0.8476863702467389,2.0171475410461426,23.0,DL,VaDER
VaDER_ld64_lr1e-04_ep50,True,MNAR,0.1,5,3.152104326164947,6.370567592028037,0.8402014360917414,0.6043503284454346,16.0,DL,VaDER
VaDER_ld64_lr1e-04_ep200,True,MNAR,0.1,5,3.032834537492576,6.176982952941423,0.849765587948055,2.4333295822143555,52.0,DL,VaDER
VaDER_ld64_lr1e-03_ep50,True,MNAR,0.1,5,3.041604260426415,6.2980479086877175,0.8438188788734635,0.5028815269470215,38.0,DL,VaDER
VaDER_ld64_lr1e-03_ep200,True,MNAR,0.1,5,3.007324866847889,6.235338922362035,0.8469135524065,1.950427770614624,20.0,DL,VaDER
GAIN,True,MNAR,0.2,1,5.25401022575868,11.044587887335666,0.5294016087881229,1.5616416931152344,1326.0,DL,GAIN
VAEM_ld16_lr1e-04_ep50,True,MNAR,0.2,1,3.549646679094616,7.457606384775831,0.7854392285125338,0.5051162242889404,9.0,DL,VAEM
VAEM_ld16_lr1e-04_ep200,True,MNAR,0.2,1,3.439470451142624,7.296088413354251,0.7946325628368242,1.898820638656616,19.0,DL,VAEM
VAEM_ld16_lr1e-03_ep50,True,MNAR,0.2,1,3.42315023394527,7.266510929121995,0.7962942587043194,0.4339866638183594,18.0,DL,VAEM
VAEM_ld16_lr1e-03_ep200,True,MNAR,0.2,1,3.394151669399996,7.245829375821538,0.7974521612656893,1.9194481372833248,11.0,DL,VAEM
