Method,WithConstraints,Mechanism,MissingRate,Iteration,MAE,RMSE,R2,ExecutionTime,ViolationsPre,Family,ModelFamily
Mean,False,MCAR,0.1,1,3.680445425860283,9.032180931747511,0.8309946184392778,0.0139551162719726,4.0,ML,
Median,False,MCAR,0.1,1,3.540735506201327,9.405832816503914,0.8167222322648777,0.012782335281372,4.0,ML,
KNN,False,MCAR,0.1,1,2.6626703201615225,6.283477738967979,0.9182071317454203,0.3735384941101074,4.0,ML,
MICE,False,MCAR,0.1,1,2.0705912350038265,5.909215884772249,0.9276605854627004,4.753435850143433,404.0,ML,
MissForest,False,MCAR,0.1,1,2.0554889529852898,5.858858223674864,0.92888826840523,182.2827591896057,8.0,ML,
Mean_Constrained,True,MCAR,0.1,1,3.5118120000035997,8.821753749050407,0.8387776906284399,0.0749216079711914,0.0,ML,
Median_Constrained,True,MCAR,0.1,1,3.3725785982117102,9.203519137951638,0.8245218222458971,0.0713412761688232,0.0,ML,
KNN_Constrained,True,MCAR,0.1,1,2.6000080761465245,6.228201899371648,0.9196398679650588,0.5551095008850098,0.0,ML,
MICE_Constrained,True,MCAR,0.1,1,2.057423266622858,5.90692725461346,0.9277166084981744,5.392480134963989,0.0,ML,
MissForest_Constrained,True,MCAR,0.1,1,2.054764984136141,5.858746120108841,0.9288909896871338,183.00161266326904,0.0,ML,
Mean,False,MCAR,0.1,2,3.6019518440332403,8.411481093864872,0.8366519650680984,0.0216472148895263,4.0,ML,
Median,False,MCAR,0.1,2,3.4010082304526748,8.544991978865239,0.8314253421635298,0.0214693546295166,4.0,ML,
KNN,False,MCAR,0.1,2,2.584401822457377,5.904582110386401,0.91950900410991,0.4709367752075195,4.0,ML,
MICE,False,MCAR,0.1,2,1.9838361911287623,5.074098214154244,0.9405589179792248,6.583671569824219,394.0,ML,
MissForest,False,MCAR,0.1,2,2.022125249853028,5.2262035532221605,0.936941794164336,181.03409790992737,4.0,ML,
Mean_Constrained,True,MCAR,0.1,2,3.4388153335441363,8.187426590368805,0.8452381879019485,0.0755009651184082,0.0,ML,
Median_Constrained,True,MCAR,0.1,2,3.238309817754262,8.324037190565154,0.8400305720095598,0.088172435760498,0.0,ML,
KNN_Constrained,True,MCAR,0.1,2,2.520057319223986,5.853018783103932,0.920908683655458,0.5581951141357422,0.0,ML,
MICE_Constrained,True,MCAR,0.1,2,1.971667984542355,5.072847103422451,0.9405882269142024,6.904335021972656,0.0,ML,
MissForest_Constrained,True,MCAR,0.1,2,2.021456525573192,5.226089391289023,0.9369445490390664,181.85407280921936,0.0,ML,
Mean,False,MCAR,0.1,3,3.701539418640333,9.343327172208284,0.8203990828931744,0.0183966159820556,4.0,ML,
Median,False,MCAR,0.1,3,3.576459874786568,9.710767592123188,0.8059951633703213,0.0171220302581787,4.0,ML,
KNN,False,MCAR,0.1,3,2.7049240182128624,6.739291737400787,0.906559758846594,0.511035680770874,4.0,ML,
MICE,False,MCAR,0.1,3,2.131772926366891,5.707413990565858,0.93298312270625,6.226275682449341,373.0,ML,
MissForest,False,MCAR,0.1,3,2.1086145418326696,5.559618209474673,0.9364090410644266,181.92240500450131,4.0,ML,
Mean_Constrained,True,MCAR,0.1,3,3.5414940621474336,9.15024766285935,0.8277452785699193,0.0727527141571044,0.0,ML,
Median_Constrained,True,MCAR,0.1,3,3.41645702902675,9.525504009568833,0.8133270610417964,0.0898103713989257,0.0,ML,
KNN_Constrained,True,MCAR,0.1,3,2.644906943653956,6.694789355627318,0.9077897349032203,0.5498960018157959,0.0,ML,
MICE_Constrained,True,MCAR,0.1,3,2.119731020959865,5.705973244485945,0.9330169531298386,6.597813129425049,0.0,ML,
MissForest_Constrained,True,MCAR,0.1,3,2.1081634889015364,5.5595752320572975,0.9364100242127352,184.18567991256717,0.0,ML,
Mean,False,MCAR,0.1,4,3.6041505942110144,8.655746982603882,0.828823613229511,0.0186707973480224,4.0,ML,
Median,False,MCAR,0.1,4,3.4312709901563405,8.859704134664582,0.8206616428334423,0.017449140548706,4.0,ML,
KNN,False,MCAR,0.1,4,2.5740330052113487,6.077528573830065,0.9156104312270104,0.4983265399932861,4.0,ML,
MICE,False,MCAR,0.1,4,2.091564392938063,5.414870457529261,0.9330098590726328,8.5039803981781,390.0,ML,
MissForest,False,MCAR,0.1,4,2.0255885060799077,5.236237349148014,0.9373568775360324,183.06481289863584,4.0,ML,
Mean_Constrained,True,MCAR,0.1,4,3.437927258833517,8.429130235174688,0.8376694437201866,0.0910930633544921,0.0,ML,
Median_Constrained,True,MCAR,0.1,4,3.265810654313839,8.639225767319346,0.8294764379950192,0.0683648586273193,0.0,ML,
KNN_Constrained,True,MCAR,0.1,4,2.513089171974522,6.027666267303973,0.9169894776851228,0.4962098598480224,0.0,ML,
MICE_Constrained,True,MCAR,0.1,4,2.079654901204122,5.413383581430856,0.9330466438358808,7.673022747039795,0.0,ML,
MissForest_Constrained,True,MCAR,0.1,4,2.024779299363057,5.235557356437591,0.9373731465085476,184.8688967227936,0.0,ML,
Mean,False,MCAR,0.1,5,3.592529545523649,8.936700544203086,0.8273865490133078,0.0248496532440185,4.0,ML,
Median,False,MCAR,0.1,5,3.45279204393647,9.196311846649303,0.8172120325602127,0.0174384117126464,4.0,ML,
KNN,False,MCAR,0.1,5,2.682448270743654,6.687954513562326,0.9033266328316112,0.4617576599121094,4.0,ML,
MICE,False,MCAR,0.1,5,2.099339313806818,5.831435780910817,0.9265027281670074,5.299075126647949,344.0,ML,
MissForest,False,MCAR,0.1,5,2.099163811785661,5.5890516333832005,0.9324855914156592,182.1668119430542,4.0,ML,
Mean_Constrained,True,MCAR,0.1,5,3.4486031926806944,8.762539554560243,0.8340488726961005,0.0712146759033203,0.0,ML,
Median_Constrained,True,MCAR,0.1,5,3.310814902775716,9.02839545416405,0.8238261801465997,0.0704526901245117,0.0,ML,
KNN_Constrained,True,MCAR,0.1,5,2.632426005640493,6.658103678996534,0.9041876854978153,0.6187918186187744,0.0,ML,
MICE_Constrained,True,MCAR,0.1,5,2.088344330473516,5.830268551756678,0.9265321478762903,5.9010560512542725,0.0,ML,
MissForest_Constrained,True,MCAR,0.1,5,2.0988031171144423,5.58901888329224,0.9324863826398916,181.64285039901733,0.0,ML,
Mean,False,MCAR,0.2,1,3.595646541624268,8.64916445817568,0.8384360488693222,0.0187633037567138,4.0,ML,
Median,False,MCAR,0.2,1,3.4472611187694984,8.958367689768862,0.826677907708653,0.0151331424713134,4.0,ML,
KNN,False,MCAR,0.2,1,2.6906124936516,6.433620886648892,0.9106062642225378,0.5381960868835449,5.0,ML,
MICE,False,MCAR,0.2,1,2.2304704442776875,6.233495524371265,0.9160811624228056,5.758989810943604,821.0,ML,
MissForest,False,MCAR,0.2,1,2.099731001958935,5.635763057454148,0.9314035552687416,183.1967170238495,7.0,ML,
Mean_Constrained,True,MCAR,0.2,1,3.444838130329073,8.447865266356285,0.8458689585145254,0.0717642307281494,0.0,ML,
Median_Constrained,True,MCAR,0.2,1,3.2954436624827683,8.760219777781352,0.8342604484516781,0.0710399150848388,0.0,ML,
KNN_Constrained,True,MCAR,0.2,1,2.625017195095408,6.366928191883032,0.9124500184127802,0.7478823661804199,0.0,ML,
MICE_Constrained,True,MCAR,0.2,1,2.211221049372804,6.1911377726301575,0.91721777546703,7.275457620620727,0.0,ML,
MissForest_Constrained,True,MCAR,0.2,1,2.099102691721686,5.635688797578363,0.9314053629848762,184.57119512557983,0.0,ML,
Mean,False,MCAR,0.2,2,3.605046533436603,8.556278553035241,0.8348903861892851,0.01369309425354,2.0,ML,
Median,False,MCAR,0.2,2,3.454371536244736,8.799394002078376,0.8253743400881255,0.0127289295196533,2.0,ML,
KNN,False,MCAR,0.2,2,2.728588635188059,6.30527690716916,0.9103374965977198,0.5544137954711914,2.0,ML,
MICE,False,MCAR,0.2,2,2.1982025396212057,5.519036447175533,0.931304378612882,7.675034523010254,845.0,ML,
MissForest,False,MCAR,0.2,2,2.149965831670731,5.405976637098445,0.9340900683835852,183.940199136734,2.0,ML,
Mean_Constrained,True,MCAR,0.2,2,3.4558617311656823,8.355375959275896,0.8425529512267553,0.0772826671600341,0.0,ML,
Median_Constrained,True,MCAR,0.2,2,3.304330894849627,8.601227565635797,0.8331510767635916,0.0712254047393798,0.0,ML,
KNN_Constrained,True,MCAR,0.2,2,2.657133673243184,6.230700626937533,0.9124459376073768,0.7240967750549316,0.0,ML,
MICE_Constrained,True,MCAR,0.2,2,2.180020352538568,5.515744588977457,0.931386301900226,5.971489667892456,0.0,ML,
MissForest_Constrained,True,MCAR,0.2,2,2.1489298455626984,5.405289602862375,0.9341068200290829,184.18305659294128,0.0,ML,
Mean,False,MCAR,0.2,3,3.7560300845483328,9.34077299438006,0.8218775357085457,0.0189521312713623,3.0,ML,
Median,False,MCAR,0.2,3,3.6020960698689954,9.670833600124508,0.8090670507532033,0.0131053924560546,3.0,ML,
KNN,False,MCAR,0.2,3,2.854366239530388,7.09110005194816,0.8973449578407142,0.5558390617370605,3.0,ML,
MICE,False,MCAR,0.2,3,2.511466978674215,6.985775632974675,0.9003717904684579,8.157689809799194,917.0,ML,
MissForest,False,MCAR,0.2,3,2.26457749302026,5.933014518053162,0.9281372418759796,183.53291535377505,3.0,ML,
Mean_Constrained,True,MCAR,0.2,3,3.6084148761278,9.16625262529953,0.8284713362891059,0.0855317115783691,0.0,ML,
Median_Constrained,True,MCAR,0.2,3,3.454877228148042,9.502467699286084,0.8156573342151338,0.0793781280517578,0.0,ML,
KNN_Constrained,True,MCAR,0.2,3,2.7889499606271038,7.037601699463537,0.8988880637161953,0.6364340782165527,0.0,ML,
MICE_Constrained,True,MCAR,0.2,3,2.481838884696254,6.968192792271532,0.9008726775569752,8.6343412399292,0.0,ML,
MissForest_Constrained,True,MCAR,0.2,3,2.264035578781588,5.932940685824882,0.9281390304286732,183.6799702644348,0.0,ML,
Mean,False,MCAR,0.2,4,3.614416136719492,8.437918578301453,0.839617715885544,0.0212783813476562,4.0,ML,
Median,False,MCAR,0.2,4,3.457677587706581,8.70361619889475,0.8293582889501574,0.0185716152191162,4.0,ML,
KNN,False,MCAR,0.2,4,2.7392739924615834,6.518067214238899,0.9042974735700732,0.571530818939209,4.0,ML,
MICE,False,MCAR,0.2,4,2.2233551768038864,5.6240815612239645,0.9287493297458156,7.168817043304443,805.0,ML,
MissForest,False,MCAR,0.2,4,2.136979298347347,5.361501313038985,0.9352471978668696,183.8433816432953,5.0,ML,
Mean_Constrained,True,MCAR,0.2,4,3.4530415631414395,8.21642745191225,0.8479271155700441,0.0751116275787353,0.0,ML,
Median_Constrained,True,MCAR,0.2,4,3.296797622499275,8.48835924711197,0.8376945000111926,0.0729033946990966,0.0,ML,
KNN_Constrained,True,MCAR,0.2,4,2.670072774717309,6.448741912900963,0.906322406381548,0.7590644359588623,0.0,ML,
MICE_Constrained,True,MCAR,0.2,4,2.209070852989554,5.622128138075769,0.92879881641694,5.826332330703735,0.0,ML,
MissForest_Constrained,True,MCAR,0.2,4,2.1362703972165846,5.361142645122504,0.9352558611029446,183.59780859947205,0.0,ML,
Mean,False,MCAR,0.2,5,3.605291541812201,8.785192469188969,0.8328845168084791,0.0186374187469482,3.0,ML,
Median,False,MCAR,0.2,5,3.4419270147725607,9.016865292986356,0.8239543529905,0.0175366401672363,3.0,ML,
KNN,False,MCAR,0.2,5,2.788744624835455,6.99220434980598,0.8941374497017561,0.5610299110412598,3.0,ML,
MICE,False,MCAR,0.2,5,2.2474600616082343,6.054384231866257,0.920630419230845,7.877770185470581,787.0,ML,
MissForest,False,MCAR,0.2,5,2.182120213543952,6.081694279147373,0.9199127654831988,182.63883113861084,3.0,ML,
Mean_Constrained,True,MCAR,0.2,5,3.4707382157835838,8.608102522700138,0.8395539649059257,0.077826976776123,0.0,ML,
Median_Constrained,True,MCAR,0.2,5,3.30897396518941,8.845642491377962,0.8305767949032773,0.0753073692321777,0.0,ML,
KNN_Constrained,True,MCAR,0.2,5,2.726151382185169,6.937229863330585,0.8957955423189694,0.6481890678405762,0.0,ML,
MICE_Constrained,True,MCAR,0.2,5,2.228030229091257,6.050238691539365,0.9207390734354836,6.252268075942993,0.0,ML,
MissForest_Constrained,True,MCAR,0.2,5,2.1814927453561506,6.08161177966674,0.9199149382693128,182.8810636997223,0.0,ML,
Mean,False,MCAR,0.3,1,3.5944868581075973,8.65188014212483,0.8378557930145671,0.0222420692443847,4.0,ML,
Median,False,MCAR,0.3,1,3.4597159998064733,8.978083231609974,0.8253986076087018,0.0270576477050781,4.0,ML,
KNN,False,MCAR,0.3,1,2.816517199671005,6.866442708489104,0.8978721827687448,0.7346861362457275,4.0,ML,
MICE,False,MCAR,0.3,1,2.5042676291148567,6.418398228959887,0.9107653001863336,6.266651153564453,1312.0,ML,
MissForest,False,MCAR,0.3,1,2.2321708839324588,5.779120689887171,0.9276557569611186,182.33660459518435,5.0,ML,
Mean_Constrained,True,MCAR,0.3,1,3.45525106862096,8.459616957334257,0.8449821010083032,0.0820167064666748,0.0,ML,
Median_Constrained,True,MCAR,0.3,1,3.3206429919202667,8.792544035207332,0.8325405916815811,0.0712828636169433,0.0,ML,
KNN_Constrained,True,MCAR,0.3,1,2.740828970922638,6.779393009912727,0.9004452305936474,0.7421982288360596,0.0,ML,
MICE_Constrained,True,MCAR,0.3,1,2.476947082136665,6.390101335887676,0.9115503865966036,8.048290967941284,0.0,ML,
MissForest_Constrained,True,MCAR,0.3,1,2.2310813295273118,5.77886308641537,0.9276622062857892,183.7097671031952,0.0,ML,
Mean,False,MCAR,0.3,2,3.626611264703902,8.554945580217286,0.8372020512310839,0.0212318897247314,2.0,ML,
Median,False,MCAR,0.3,2,3.4750167471185107,8.781696871665417,0.8284576678992993,0.0177011489868164,2.0,ML,
KNN,False,MCAR,0.3,2,2.854981676682101,6.87607711827746,0.8948290241225996,0.6719064712524414,2.0,ML,
MICE,False,MCAR,0.3,2,2.515719900293578,6.365365625623372,0.9098717092165038,6.969664812088013,1399.0,ML,
MissForest,False,MCAR,0.3,2,2.2957195547236724,5.63292686699109,0.9294198378799098,182.7274556159973,3.0,ML,
Mean_Constrained,True,MCAR,0.3,2,3.492530109161144,8.37021361245003,0.8441569248827115,0.0719952583312988,0.0,ML,
Median_Constrained,True,MCAR,0.3,2,3.3406703773027293,8.600104598120362,0.835478790834676,0.0712447166442871,0.0,ML,
KNN_Constrained,True,MCAR,0.3,2,2.7803880405871344,6.790274582933619,0.8974373817703357,0.8100340366363525,0.0,ML,
MICE_Constrained,True,MCAR,0.3,2,2.4699081959664237,6.063547244952525,0.9182160734761264,5.756507635116577,0.0,ML,
MissForest_Constrained,True,MCAR,0.3,2,2.294601438281943,5.632294131194644,0.9294356932559656,183.39310455322263,0.0,ML,
Mean,False,MCAR,0.3,3,3.7411872689152856,9.2560111818594,0.8245568437616227,0.0190765857696533,3.0,ML,
Median,False,MCAR,0.3,3,3.59643416062599,9.588912528210331,0.8117099354153041,0.0175509452819824,3.0,ML,
KNN,False,MCAR,0.3,3,2.970339686044837,7.469581194546912,0.885743426568894,0.6543307304382324,3.0,ML,
MICE,False,MCAR,0.3,3,2.458204549211773,6.192982663622208,0.9214604481085082,3.2274293899536133,1194.0,ML,
MissForest,False,MCAR,0.3,3,2.3468834333445345,5.9694288385945855,0.9270283360846028,181.71029543876648,4.0,ML,
Mean_Constrained,True,MCAR,0.3,3,3.604447300998608,9.08672120123818,0.8309157727573804,0.0762784481048584,0.0,ML,
Median_Constrained,True,MCAR,0.3,3,3.459954874945994,9.425685750130244,0.8180656919586403,0.0735833644866943,0.0,ML,
KNN_Constrained,True,MCAR,0.3,3,2.899147712543805,7.405965743553679,0.8876812948023355,0.7670567035675049,0.0,ML,
MICE_Constrained,True,MCAR,0.3,3,2.436826301767347,6.18616397688421,0.9216333023882188,4.138084173202515,0.0,ML,
MissForest_Constrained,True,MCAR,0.3,3,2.346092304738131,5.969253023013515,0.9270326344410812,182.41851115226743,0.0,ML,
Mean,False,MCAR,0.3,4,3.6491095908382616,8.651834062930037,0.8352498572468856,0.0187110900878906,4.0,ML,
Median,False,MCAR,0.3,4,3.498759329262383,8.91683294072173,0.8250029623176853,0.0175709724426269,4.0,ML,
KNN,False,MCAR,0.3,4,2.861580401279442,6.7291926773126205,0.9003366768202637,0.6884055137634277,5.0,ML,
MICE,False,MCAR,0.3,4,2.530405572686176,6.180526238018175,0.9159262641620732,5.597201824188232,1353.0,ML,
MissForest,False,MCAR,0.3,4,2.291873393428322,5.802131579578013,0.925905736796615,182.1627988815308,6.0,ML,
Mean_Constrained,True,MCAR,0.3,4,3.5165294083645118,8.475819795966537,0.8418850750869249,0.0716240406036377,0.0,ML,
Median_Constrained,True,MCAR,0.3,4,3.366719976737424,8.745911759313389,0.8316474808113329,0.0710136890411377,0.0,ML,
KNN_Constrained,True,MCAR,0.3,4,2.7879785790442955,6.640497956727954,0.9029466050501432,0.768526554107666,0.0,ML,
MICE_Constrained,True,MCAR,0.3,4,2.504233703226036,6.171747873072227,0.9161649188608578,6.390348196029663,0.0,ML,
MissForest_Constrained,True,MCAR,0.3,4,2.2910228554812444,5.801696822764372,0.9259168402259218,182.3436818122864,0.0,ML,
Mean,False,MCAR,0.3,5,3.642318837515992,8.683016731779059,0.8350531149696326,0.0218760967254638,2.0,ML,
Median,False,MCAR,0.3,5,3.461831611470503,8.850685352329934,0.8286213782693722,0.0202922821044921,2.0,ML,
KNN,False,MCAR,0.3,5,2.883952978661775,7.124137651220308,0.8889630696377404,0.6520392894744873,2.0,ML,
MICE,False,MCAR,0.3,5,2.619928758276918,6.567847210520323,0.9056267470661196,8.139550924301147,1293.0,ML,
MissForest,False,MCAR,0.3,5,2.2929691512986383,6.04660332419676,0.9200118228741834,183.31215715408325,2.0,ML,
Mean_Constrained,True,MCAR,0.3,5,3.522177110855767,8.52765153386302,0.8409030941298641,0.0763564109802246,0.0,ML,
Median_Constrained,True,MCAR,0.3,5,3.343119629236265,8.699952530170952,0.8344090458457271,0.0768160820007324,0.0,ML,
KNN_Constrained,True,MCAR,0.3,5,2.8163030800424838,7.051692739178732,0.891209842866838,0.7779426574707031,0.0,ML,
MICE_Constrained,True,MCAR,0.3,5,2.596244998074117,6.560230649984136,0.9058455045324252,7.000823497772217,0.0,ML,
MissForest_Constrained,True,MCAR,0.3,5,2.292419281645264,6.046525870598722,0.9200138720684524,182.9558560848236,0.0,ML,
Mean,False,MCAR,0.4,1,3.6207485219915942,8.659162374058786,0.839848209165567,0.0145308971405029,3.0,ML,
Median,False,MCAR,0.4,1,3.48431558728663,8.994171666889148,0.827216456145621,0.0130331516265869,3.0,ML,
KNN,False,MCAR,0.4,1,2.977342949298735,7.269085020834387,0.8871401342382133,0.7179012298583984,4.0,ML,
MICE,False,MCAR,0.4,1,2.629024747023663,6.459016143775702,0.9108928050630802,7.030217409133911,1414.0,ML,
MissForest,False,MCAR,0.4,1,2.430092965607219,6.129807784024596,0.9197446958431194,182.10422539711,4.0,ML,
Mean_Constrained,True,MCAR,0.4,1,3.5032253589525526,8.502407446209235,0.8455941115871975,0.0743377208709716,0.0,ML,
Median_Constrained,True,MCAR,0.4,1,3.3672387924473592,8.843003245719073,0.8329757227183774,0.0713772773742675,0.0,ML,
KNN_Constrained,True,MCAR,0.4,1,2.899276048273112,7.181420171348731,0.8898458897652398,0.8665597438812256,0.0,ML,
MICE_Constrained,True,MCAR,0.4,1,2.6112767873279483,6.4465335707519404,0.9112368860346964,6.146366596221924,0.0,ML,
MissForest_Constrained,True,MCAR,0.4,1,2.4292177436306317,6.129638462268967,0.9197491295160158,182.3786482810974,0.0,ML,
Mean,False,MCAR,0.4,2,3.646284065943932,8.736492522776295,0.8348675751668372,0.0149357318878173,2.0,ML,
Median,False,MCAR,0.4,2,3.4990093492208985,8.997946607184211,0.8248359562015577,0.017991304397583,2.0,ML,
KNN,False,MCAR,0.4,2,3.0045421081576533,7.41701807537318,0.8809808583443095,0.7552957534790039,2.0,ML,
MICE,False,MCAR,0.4,2,2.5667560636498403,6.1833274510696645,0.9172815036478068,3.5583372116088867,1579.0,ML,
MissForest,False,MCAR,0.4,2,2.410199596700275,6.04234235711444,0.9210106033878104,180.468763589859,5.0,ML,
Mean_Constrained,True,MCAR,0.4,2,3.5274880754245577,8.579138239850344,0.8407624559123612,0.0848069190979003,0.0,ML,
Median_Constrained,True,MCAR,0.4,2,3.38010925756187,8.843779114736384,0.830786926825662,0.0791921615600586,0.0,ML,
KNN_Constrained,True,MCAR,0.4,2,2.9254990284142988,7.323483756085364,0.8839637769162577,0.7554337978363037,0.0,ML,
MICE_Constrained,True,MCAR,0.4,2,2.5404617557200373,6.1764913037128455,0.9174643059483508,4.078182697296143,0.0,ML,
MissForest_Constrained,True,MCAR,0.4,2,2.409237910174152,6.0419265672153255,0.9210214739612734,180.98973178863525,0.0,ML,
Mean,False,MCAR,0.4,3,3.6882062421150623,8.932362158652113,0.8319836980354995,0.0257539749145507,3.0,ML,
Median,False,MCAR,0.4,3,3.5471117889825945,9.24898354364982,0.8198613975640865,0.0217165946960449,3.0,ML,
KNN,False,MCAR,0.4,3,3.0824970392966087,7.523574265317593,0.8808024853633738,0.7486493587493896,5.0,ML,
MICE,False,MCAR,0.4,3,2.5724472966190914,6.314512998796523,0.9160349600770474,6.753967523574829,1382.0,ML,
MissForest,False,MCAR,0.4,3,2.495834645612776,6.2284674810944,0.9183076897067416,181.64144325256348,5.0,ML,
Mean_Constrained,True,MCAR,0.4,3,3.5771379480519223,8.792240856889721,0.8372136711447697,0.0717973709106445,0.0,ML,
Median_Constrained,True,MCAR,0.4,3,3.43605849632155,9.11260448926572,0.825134627266037,0.0716969966888427,0.0,ML,
KNN_Constrained,True,MCAR,0.4,3,3.00796985465638,7.44195607274697,0.8833746446539599,0.8298869132995605,0.0,ML,
MICE_Constrained,True,MCAR,0.4,3,2.556031402993849,6.311550923054465,0.9161137159443934,5.692785739898682,0.0,ML,
MissForest_Constrained,True,MCAR,0.4,3,2.495168935941145,6.228360295611557,0.9183105013628696,182.1464056968689,0.0,ML,
Mean,False,MCAR,0.4,4,3.662993848452288,8.757186702096215,0.8338209063841291,0.0192258358001709,4.0,ML,
Median,False,MCAR,0.4,4,3.509372200575361,9.042492384036,0.8228164204078942,0.017780065536499,4.0,ML,
KNN,False,MCAR,0.4,4,3.0295824624012235,7.461743011480765,0.8793498842008456,0.7175273895263672,8.0,ML,
MICE,False,MCAR,0.4,4,2.5690812250510096,6.321325483398208,0.9134108506245984,2.8037049770355225,1520.0,ML,
MissForest,False,MCAR,0.4,4,2.432320359782965,6.248580931296506,0.9153922849698184,180.84075784683228,6.0,ML,
Mean_Constrained,True,MCAR,0.4,4,3.551776104040414,8.61056626007026,0.8393389524995651,0.0772583484649658,0.0,ML,
Median_Constrained,True,MCAR,0.4,4,3.39861512690725,8.900206468354837,0.8283486073755341,0.0912091732025146,0.0,ML,
KNN_Constrained,True,MCAR,0.4,4,2.952509522595681,7.3721659548720035,0.8822292680579624,0.8478076457977295,0.0,ML,
MICE_Constrained,True,MCAR,0.4,4,2.546261822087913,6.317371842544231,0.9135191302381778,3.80755877494812,0.0,ML,
MissForest_Constrained,True,MCAR,0.4,4,2.431364094534066,6.248174149758231,0.9154033005064922,181.65957140922544,0.0,ML,
Mean,False,MCAR,0.4,5,3.676942461275914,8.732333107128133,0.8349038829686581,0.0147092342376708,1.0,ML,
Median,False,MCAR,0.4,5,3.4983024814345227,8.909106495861955,0.8281519646410337,0.0133824348449707,1.0,ML,
KNN,False,MCAR,0.4,5,2.9902742256837525,7.341060396908582,0.8833206865444893,0.6976048946380615,1.0,ML,
MICE,False,MCAR,0.4,5,2.669351094962249,6.686375775287269,0.9032039062582624,8.242039918899536,1519.0,ML,
MissForest,False,MCAR,0.4,5,2.4455877123709477,6.290457750469771,0.9143276321419936,183.08678317070007,1.0,ML,
Mean_Constrained,True,MCAR,0.4,5,3.5691523112785424,8.595060236865804,0.8400537287006757,0.0791404247283935,0.0,ML,
Median_Constrained,True,MCAR,0.4,5,3.391401557688825,8.775317323692512,0.83327453759047,0.0714349746704101,0.0,ML,
KNN_Constrained,True,MCAR,0.4,5,2.916896214453903,7.254397103319968,0.8860592901371485,0.795231819152832,0.0,ML,
MICE_Constrained,True,MCAR,0.4,5,2.651288392580946,6.682914143137226,0.903304105752115,6.536251544952393,0.0,ML,
MissForest_Constrained,True,MCAR,0.4,5,2.4448613946748776,6.290311109367294,0.9143316264281136,183.70198607444763,0.0,ML,
Mean,False,MAR,0.1,1,3.5803897448762068,8.820479611288265,0.8196194286129327,0.0151436328887939,4.0,ML,
Median,False,MAR,0.1,1,3.478353302022429,9.28470802272159,0.8001326476392874,0.0134143829345703,4.0,ML,
KNN,False,MAR,0.1,1,2.692491325601457,6.589453599688812,0.8993290502495255,0.4943737983703613,5.0,ML,
MICE,False,MAR,0.1,1,2.0697824864874463,5.603124402619198,0.9272109774754748,5.732911348342896,596.0,ML,
MissForest,False,MAR,0.1,1,2.058940764880667,5.650597477849047,0.9259723266370148,180.78691005706787,4.0,ML,
Mean_Constrained,True,MAR,0.1,1,3.421515654880962,8.61611707995878,0.8278811083061826,0.0794010162353515,0.0,ML,
Median_Constrained,True,MAR,0.1,1,3.3181405156714274,9.08448051336135,0.8086600955314175,0.0853235721588134,0.0,ML,
KNN_Constrained,True,MAR,0.1,1,2.6211120483082526,6.52203636611833,0.9013784577998942,0.6145889759063721,0.0,ML,
MICE_Constrained,True,MAR,0.1,1,2.055898783686689,5.601667979426647,0.9272488127384894,7.952930450439453,0.0,ML,
MissForest_Constrained,True,MAR,0.1,1,2.0581653407457106,5.65017941610428,0.9259832801666384,182.2670624256134,0.0,ML,
Mean,False,MAR,0.1,2,3.571841957393483,8.811102340602949,0.8209543289222118,0.0183312892913818,4.0,ML,
Median,False,MAR,0.1,2,3.4564567237163817,9.213395293868368,0.8042315315074845,0.0173530578613281,4.0,ML,
KNN,False,MAR,0.1,2,2.680680488997555,6.545898861795135,0.9011806675372748,0.5259921550750732,5.0,ML,
MICE,False,MAR,0.1,2,2.123218306042021,6.2170513095741,0.9108600805502076,7.225723266601562,631.0,ML,
MissForest,False,MAR,0.1,2,2.0243957750611243,5.343961211818444,0.9341387561503082,182.3766040802002,6.0,ML,
Mean_Constrained,True,MAR,0.1,2,3.4103028333885788,8.606344269726694,0.8291791953024836,0.0854315757751464,0.0,ML,
Median_Constrained,True,MAR,0.1,2,3.295674327628362,9.018001693976734,0.8124470242488518,0.0707724094390869,0.0,ML,
KNN_Constrained,True,MAR,0.1,2,2.6116242542787287,6.48945405359656,0.9028775436235876,0.5834870338439941,0.0,ML,
MICE_Constrained,True,MAR,0.1,2,2.09716328713696,6.023944171849145,0.9163116104495882,6.551529407501221,0.0,ML,
MissForest_Constrained,True,MAR,0.1,2,2.023279882640587,5.343237453068581,0.934156594761665,182.86387634277344,0.0,ML,
Mean,False,MAR,0.1,3,3.5700830145482207,8.864801947337828,0.8153752139963266,0.0233821868896484,4.0,ML,
Median,False,MAR,0.1,3,3.452800800228637,9.259680861357314,0.7985608092749689,0.0145106315612792,4.0,ML,
KNN,False,MAR,0.1,3,2.645043917309708,6.5116882042897775,0.9003817002745029,0.5091488361358643,4.0,ML,
MICE,False,MAR,0.1,3,2.0933592142042308,5.399992142561017,0.9314924894640318,5.66373610496521,611.0,ML,
MissForest,False,MAR,0.1,3,2.0470584929027345,5.373066789430152,0.932173968301437,181.86142587661743,4.0,ML,
Mean_Constrained,True,MAR,0.1,3,3.400296141683491,8.639407566149856,0.8246443129528127,0.0716254711151123,0.0,ML,
Median_Constrained,True,MAR,0.1,3,3.2816566638087075,9.038691224883095,0.8080610868029511,0.0710303783416748,0.0,ML,
